Country / Territory,Year,Date of Event,Disaster Internal Displacements,Hazard Category,Hazard Type,Hazard Sub Type
Vietnam,2022,2022-07-31,5,Weather related,Storm,Storm
Australia,2022,2022-07-01,1928,Weather related,Flood,Flood
United States,2022,2022-07-29,374,Weather related,Wildfire,Wildfire
El Salvador,2022,2022-04-01,110,Weather related,Flood,Flood
Mongolia,2022,2022-07-19,66,Weather related,Flood,Flood
Canada,2022,2022-07-29,1340,Weather related,Wildfire,Wildfire
St. Vincent and the Grenadines,2022,2022-07-31,3,Weather related,Storm,Storm
Central African Republic,2022,2022-06-01,857,Weather related,Storm,Storm
Central African Republic,2022,2022-06-01,700,Weather related,Storm,Storm
Fiji,2022,2022-02-05,130,Weather related,Flood,Flood
Mexico,2022,2022-03-24,120,Weather related,Wildfire,Wildfire
Uganda,2022,2022-07-30,6630,Weather related,Flood,Flood
Uganda,2022,2022-06-01,453,Weather related,Mass Movement,Landslide/Wet mass movement
China,2022,2022-08-01,9,Weather related,Flood,Flood
Indonesia,2022,2022-08-02,350,Weather related,Flood,Flood
Vietnam,2022,2022-08-02,5,Weather related,Storm,Storm
United States,2022,2022-07-25,2704,Weather related,Flood,Flood
Bolivia,2022,2022-02-20,2500,Weather related,Storm,Storm
Ecuador,2022,2022-03-27,53,Weather related,Mass Movement,Landslide/Wet mass movement
United States,2022,2022-08-02,448,Weather related,Wildfire,Wildfire
United States,2022,2022-08-03,125,Weather related,Wildfire,Wildfire
United States,2022,2022-08-03,97,Weather related,Wildfire,Wildfire
United States,2022,2022-08-04,500,Weather related,Wildfire,Wildfire
"Gambia, The",2022,2022-07-01,7000,Weather related,Flood,Flood
"Korea, Rep.",2022,2022-08-08,8261,Weather related,Flood,Flood
Japan,2022,2022-08-04,5242,Weather related,Flood,Flood
Philippines,2022,2022-07-23,8,Weather related,Flood,Flood
Philippines,2022,2022-08-05,5166,Weather related,Flood,Flood
United States,2022,2022-03-30,27390,Weather related,Wildfire,Wildfire
China,2022,2022-08-03,24,Weather related,Flood,Flood
China,2022,2022-08-05,200,Weather related,Flood,Flood
Indonesia,2022,2022-07-31,24,Weather related,Mass Movement,Landslide/Wet mass movement
Philippines,2022,2022-07-25,8,Weather related,Storm,Tornado
Vietnam,2022,2022-08-05,5,Weather related,Storm,Storm
Vietnam,2022,2022-08-04,10,Weather related,Storm,Storm
United States,2022,2022-05-20,162,Weather related,Storm,Tornado
United States,2022,2022-03-30,212,Weather related,Storm,Storm
United States,2022,2022-07-12,189,Weather related,Flood,Flood
Vietnam,2022,2022-08-08,9,Weather related,Storm,Storm
United States,2022,2022-08-03,112,Weather related,Wildfire,Wildfire
United States,2022,2022-08-02,30,Weather related,Wildfire,Wildfire
United States,2022,2022-07-31,50,Weather related,Wildfire,Wildfire
Portugal,2022,2022-08-06,1106,Weather related,Wildfire,Wildfire
Cuba,2022,2022-08-06,4744,Weather related,Wildfire,Wildfire
Italy,2022,2022-08-09,200,Weather related,Wildfire,Wildfire
France,2022,2022-08-08,2110,Weather related,Wildfire,Wildfire
Ecuador,2022,2022-01-01,921,Weather related,Flood,Flood
United States,2022,2022-07-25,25,Weather related,Wildfire,Wildfire
Canada,2022,2022-07-24,70,Weather related,Wildfire,Wildfire
Ecuador,2022,2022-03-26,3705,Geophysical,Earthquake,Earthquake
Russian Federation,2022,2022-07-25,398,Weather related,Flood,Flood
Nepal,2022,2022-07-31,4,Geophysical,Earthquake,Earthquake
Russian Federation,2022,2022-08-07,158,Weather related,Flood,Flood
Dominican Republic,2022,2022-03-05,237,Weather related,Flood,Flood
Philippines,2022,2022-08-07,937,Weather related,Flood,Flood
Philippines,2022,2022-08-05,19,Weather related,Flood,Flood
Philippines,2022,2022-08-11,150,Weather related,Mass Movement,Landslide/Wet mass movement
Cambodia,2022,2022-08-08,1277,Weather related,Flood,Flood
Japan,2022,2022-08-13,22,Weather related,Storm,Storm
Afghanistan,2022,2022-07-05,2685,Weather related,Flood,Flood
Dominican Republic,2022,2022-01-01,1720,Weather related,Extreme Temperature,Cold wave
Afghanistan,2022,2022-07-22,8801,Weather related,Flood,Flood
Portugal,2022,2022-08-10,3,Weather related,Wildfire,Wildfire
Indonesia,2022,2022-08-14,85,Weather related,Storm,Tornado
Afghanistan,2022,2022-07-29,1303,Weather related,Flood,Flood
Indonesia,2022,2022-08-14,4,Weather related,Mass Movement,Landslide/Wet mass movement
Philippines,2022,2022-08-09,205,Weather related,Flood,Flood
Uruguay,2022,2022-01-17,164,Weather related,Flood,Flood
France,2022,2022-08-05,233,Weather related,Wildfire,Wildfire
India,2022,2022-05-29,93403,Weather related,Flood,Flood
India,2022,2022-05-29,61251,Weather related,Flood,Flood
India,2022,2022-05-29,919,Weather related,Flood,Flood
India,2022,2022-05-29,272341,Weather related,Flood,Flood
Dominican Republic,2022,2022-02-03,8295,Weather related,Flood,Flood
France,2022,2022-07-27,150,Weather related,Wildfire,Wildfire
France,2022,2022-08-10,110,Weather related,Wildfire,Wildfire
France,2022,2022-08-10,250,Weather related,Wildfire,Wildfire
France,2022,2022-07-18,500,Weather related,Wildfire,Wildfire
France,2022,2022-08-06,10,Weather related,Wildfire,Wildfire
France,2022,2022-07-07,70,Weather related,Wildfire,Wildfire
France,2022,2022-06-28,219,Weather related,Wildfire,Wildfire
France,2022,2022-06-20,50,Weather related,Storm,Hailstorm
Philippines,2022,2022-08-13,35,Weather related,Storm,Storm
Philippines,2022,2022-08-13,1769,Weather related,Flood,Flood
United States,2022,2022-08-14,80,Weather related,Flood,Flood
China,2022,2022-01-01,6600,Weather related,Flood,Flood
Sudan,2022,2022-05-01,103091,Weather related,Flood,Flood
United Kingdom,2022,2022-08-12,120,Weather related,Wildfire,Wildfire
New Zealand,2022,2022-05-20,45,Weather related,Storm,Tornado
Tunisia,2022,2022-07-19,32,Weather related,Wildfire,Wildfire
France,2022,2022-06-19,100,Weather related,Wildfire,Wildfire
France,2022,2022-07-31,40,Weather related,Wildfire,Wildfire
France,2022,2022-08-02,12,Weather related,Wildfire,Wildfire
France,2022,2022-08-09,2,Weather related,Wildfire,Wildfire
France,2022,2022-08-12,88,Weather related,Wildfire,Wildfire
New Zealand,2022,2022-04-20,9,Weather related,Flood,Flood
New Zealand,2022,2022-02-04,697,Weather related,Flood,Flood
Australia,2022,2022-01-01,200,Weather related,Wildfire,Wildfire
New Zealand,2022,2022-08-08,5,Weather related,Mass Movement,Landslide/Wet mass movement
New Zealand,2022,2022-08-08,5,Weather related,Flood,Flood
France,2022,2022-07-03,30,Weather related,Wildfire,Wildfire
France,2022,2022-02-14,10,Weather related,Storm,Storm
New Zealand,2022,2022-08-17,1742,Weather related,Flood,Flood
New Caledonia,2022,2022-08-16,12,Weather related,Flood,Flood
France,2022,2022-03-11,91,Weather related,Flood,Flood
France,2022,2022-03-26,7,Weather related,Wildfire,Wildfire
Russian Federation,2022,2022-08-15,139,Weather related,Wildfire,Wildfire
Russian Federation,2022,2022-08-14,5,Weather related,Wildfire,Wildfire
Azerbaijan,2022,2022-03-19,189,Weather related,Flood,Flood
Russian Federation,2022,2022-08-15,1,Weather related,Wildfire,Wildfire
Colombia,2022,2022-07-08,167,Weather related,Flood,Flood
United States,2022,2022-08-14,5,Weather related,Wildfire,Wildfire
"Korea, Dem. Rep.",2022,2022-08-07,197,Weather related,Flood,Flood
France,2022,2022-08-16,70,Weather related,Wildfire,Wildfire
Sri Lanka,2022,2022-08-01,332,Weather related,Flood,Flood
Sri Lanka,2022,2022-08-01,2530,Weather related,Flood,Flood
Sri Lanka,2022,2022-08-01,525,Weather related,Flood,Flood
United States,2022,2022-08-11,12,Weather related,Wildfire,Wildfire
China,2022,2022-08-17,3300,Weather related,Flood,Flood
France,2022,2022-08-16,4,Weather related,Storm,Storm
Indonesia,2022,2022-08-15,39,Weather related,Storm,Tornado
Indonesia,2022,2022-08-18,54,Weather related,Storm,Tornado
Spain,2022,2022-03-22,15,Weather related,Storm,Storm
Spain,2022,2022-06-08,2500,Weather related,Wildfire,Wildfire
Spain,2022,2022-03-23,30,Weather related,Storm,Storm
Myanmar,2022,2022-06-21,1355,Weather related,Flood,Flood
Myanmar,2022,2022-07-21,17,Weather related,Storm,Storm
Myanmar,2022,2022-07-26,249,Weather related,Mass Movement,Landslide/Wet mass movement
Myanmar,2022,2022-07-12,224,Weather related,Mass Movement,Landslide/Wet mass movement
Italy,2022,2022-08-18,105,Weather related,Storm,Storm
Myanmar,2022,2022-08-05,4,Weather related,Storm,Storm
Myanmar,2022,2022-08-06,38,Weather related,Mass Movement,Landslide/Wet mass movement
Myanmar,2022,2022-07-04,25,Weather related,Mass Movement,Landslide/Wet mass movement
New Zealand,2022,2022-08-18,8,Weather related,Mass Movement,Landslide/Wet mass movement
Italy,2022,2022-08-16,16,Weather related,Mass Movement,Landslide/Wet mass movement
China,2022,2022-05-26,200000,Weather related,Flood,Flood
China,2022,2022-08-18,1800,Weather related,Wildfire,Wildfire
Cambodia,2022,2022-07-19,51,Weather related,Flood,Dam release flood
Cambodia,2022,2022-08-14,1383,Weather related,Flood,Flood
United States,2022,2022-08-13,1400,Weather related,Wildfire,Wildfire
Indonesia,2022,2022-08-20,20,Weather related,Flood,Flood
Türkiye,2022,2022-06-21,435,Weather related,Wildfire,Wildfire
Malaysia,2022,2022-08-21,86,Weather related,Flood,Flood
Vietnam,2022,2022-08-20,65,Weather related,Mass Movement,Landslide/Wet mass movement
China,2022,2022-08-21,1003,Weather related,Flood,Flood
Türkiye,2022,2022-06-03,1,Weather related,Storm,Storm
Portugal,2022,2022-07-07,350,Weather related,Wildfire,Wildfire
Türkiye,2022,2022-07-10,98,Weather related,Flood,Flood
Spain,2022,2022-06-15,1250,Weather related,Wildfire,Wildfire
Türkiye,2022,2022-06-26,13,Weather related,Flood,Flood
Indonesia,2022,2022-08-18,2875,Weather related,Flood,Flood
Indonesia,2022,2022-08-17,7,Weather related,Flood,Flood
Bosnia and Herzegovina,2022,2022-06-10,58,Weather related,Flood,Flood
Türkiye,2022,2022-06-11,85,Weather related,Flood,Flood
Indonesia,2022,2022-08-22,4,Geophysical,Earthquake,Earthquake
Philippines,2022,2022-08-21,25670,Weather related,Storm,Storm
Spain,2022,2022-06-15,800,Weather related,Wildfire,Wildfire
Spain,2022,2022-07-01,350,Weather related,Wildfire,Wildfire
"Hong Kong SAR, China",2022,2022-08-24,141,Weather related,Storm,Storm
United States,2022,2022-08-22,60,Weather related,Flood,Flood
Spain,2022,2022-07-10,650,Weather related,Wildfire,Wildfire
Indonesia,2022,2022-08-22,2000,Weather related,Flood,Flood
Ethiopia,2022,2022-06-01,185200,Weather related,Flood,Flood
Spain,2022,2022-07-16,2300,Weather related,Wildfire,Wildfire
Algeria,2022,2022-08-14,2000,Weather related,Wildfire,Wildfire
Spain,2022,2022-07-15,200,Weather related,Wildfire,Wildfire
Spain,2022,2022-07-17,200,Weather related,Wildfire,Wildfire
Italy,2022,2022-08-11,50,Weather related,Flood,Flood
Italy,2022,2022-08-11,3,Weather related,Storm,Storm
Italy,2022,2022-05-25,20,Weather related,Wildfire,Wildfire
China,2022,2022-08-25,420000,Weather related,Storm,Typhoon/Hurricane/Cyclone
Myanmar,2022,2022-08-16,63,Weather related,Mass Movement,Landslide/Wet mass movement
Myanmar,2022,2022-08-10,96,Weather related,Mass Movement,Landslide/Wet mass movement
United States,2022,2022-08-22,42,Weather related,Flood,Flood
Portugal,2022,2022-08-25,20,Weather related,Wildfire,Wildfire
Indonesia,2022,2022-08-22,978,Weather related,Flood,Flood
Indonesia,2022,2022-08-27,212,Weather related,Flood,Flood
Indonesia,2022,2022-08-27,84,Weather related,Flood,Flood
Indonesia,2022,2022-08-27,150,Weather related,Flood,Flood
Indonesia,2022,2022-08-27,427,Weather related,Flood,Flood
Greece,2022,2022-06-04,60,Weather related,Wildfire,Wildfire
China,2022,2022-08-27,119000,Weather related,Flood,Flood
Malaysia,2022,2022-08-29,58,Weather related,Flood,Flood
Myanmar,2022,2022-08-17,614,Weather related,Flood,Flood
Vietnam,2022,2022-08-22,65,Weather related,Storm,Storm
Mauritania,2022,2022-07-25,23284,Weather related,Flood,Flood
Australia,2022,2022-01-10,65,Weather related,Wildfire,Wildfire
Canada,2022,2022-06-04,1000,Weather related,Wildfire,Wildfire
Indonesia,2022,2022-08-29,2326,Geophysical,Earthquake,Earthquake
Malaysia,2022,2022-08-29,241,Weather related,Flood,Flood
United States,2022,2022-08-17,200,Weather related,Wildfire,Wildfire
Brazil,2022,2022-02-01,7371,Weather related,Flood,Flood
Myanmar,2022,2022-08-17,42,Weather related,Storm,Storm
Brazil,2022,2022-01-01,251,Weather related,Flood,Flood
Brazil,2022,2022-01-01,2509,Weather related,Flood,Flood
Brazil,2022,2022-01-01,2652,Weather related,Flood,Flood
Brazil,2022,2022-01-01,11467,Weather related,Flood,Flood
Brazil,2022,2022-01-01,4345,Weather related,Flood,Flood
Brazil,2022,2022-01-01,12,Weather related,Flood,Flood
Brazil,2022,2022-01-01,1867,Weather related,Flood,Flood
Brazil,2022,2022-01-01,109,Weather related,Flood,Flood
Brazil,2022,2022-01-01,5598,Weather related,Flood,Flood
Brazil,2022,2022-01-01,32,Weather related,Flood,Flood
Brazil,2022,2022-01-01,5,Weather related,Flood,Flood
Brazil,2022,2022-01-01,8,Weather related,Flood,Flood
Brazil,2022,2022-01-01,1227,Weather related,Flood,Flood
Sierra Leone,2022,2022-08-29,800,Weather related,Flood,Flood
Benin,2022,2022-08-15,6892,Weather related,Flood,Flood
Brazil,2022,2022-02-01,299,Weather related,Flood,Flood
Brazil,2022,2022-02-01,975,Weather related,Flood,Flood
Brazil,2022,2022-02-01,472,Weather related,Flood,Flood
Brazil,2022,2022-02-01,5742,Weather related,Flood,Flood
Brazil,2022,2022-02-01,1585,Weather related,Flood,Flood
Brazil,2022,2022-02-01,1736,Weather related,Flood,Flood
Brazil,2022,2022-03-01,1011,Weather related,Flood,Flood
Brazil,2022,2022-03-01,3,Weather related,Flood,Flood
Brazil,2022,2022-03-01,2647,Weather related,Flood,Flood
Brazil,2022,2022-03-01,224,Weather related,Flood,Flood
Brazil,2022,2022-03-01,400,Weather related,Flood,Flood
Brazil,2022,2022-03-01,300,Weather related,Flood,Flood
Brazil,2022,2022-03-01,4247,Weather related,Flood,Flood
Brazil,2022,2022-03-01,42,Weather related,Flood,Flood
Brazil,2022,2022-03-01,700,Weather related,Flood,Flood
Brazil,2022,2022-03-01,79,Weather related,Flood,Flood
Brazil,2022,2022-03-01,10100,Weather related,Flood,Flood
Brazil,2022,2022-03-01,20,Weather related,Flood,Flood
Brazil,2022,2022-03-01,1376,Weather related,Flood,Flood
Brazil,2022,2022-03-01,92,Weather related,Flood,Flood
Brazil,2022,2022-04-01,28136,Weather related,Flood,Flood
Brazil,2022,2022-04-01,1071,Weather related,Flood,Flood
Brazil,2022,2022-04-01,782,Weather related,Flood,Flood
Brazil,2022,2022-04-01,1495,Weather related,Flood,Flood
Brazil,2022,2022-04-01,21053,Weather related,Flood,Flood
Brazil,2022,2022-04-01,612,Weather related,Flood,Flood
Brazil,2022,2022-04-01,1045,Weather related,Flood,Flood
Brazil,2022,2022-05-01,1881,Weather related,Flood,Flood
Brazil,2022,2022-05-01,43101,Weather related,Flood,Flood
Brazil,2022,2022-05-01,495,Weather related,Flood,Flood
Brazil,2022,2022-05-01,13644,Weather related,Flood,Flood
Brazil,2022,2022-05-01,39,Weather related,Flood,Flood
Brazil,2022,2022-05-01,812,Weather related,Flood,Flood
Brazil,2022,2022-05-01,1689,Weather related,Flood,Flood
Brazil,2022,2022-05-01,2583,Weather related,Flood,Flood
Brazil,2022,2022-05-01,7581,Weather related,Flood,Flood
India,2022,2022-05-29,5000,Weather related,Flood,Flood
"Venezuela, RB",2022,2022-04-01,3629,Weather related,Flood,Flood
Central African Republic,2022,2022-07-01,22708,Weather related,Flood,Flood
Central African Republic,2022,2022-07-01,6556,Weather related,Flood,Flood
Central African Republic,2022,2022-07-01,1650,Weather related,Flood,Flood
Central African Republic,2022,2022-07-01,1575,Weather related,Flood,Flood
Sao Tome and Principe,2022,2022-05-01,238,Weather related,Flood,Flood
New Zealand,2022,2022-01-22,8,Weather related,Wildfire,Wildfire
Uganda,2022,2022-08-01,272,Weather related,Mass Movement,Landslide/Wet mass movement
Myanmar,2022,2022-08-30,4,Weather related,Mass Movement,Landslide/Wet mass movement
Honduras,2022,2022-02-14,1833,Weather related,Flood,Flood
China,2022,2022-09-03,25483,Weather related,Storm,Typhoon/Hurricane/Cyclone
China,2022,2022-08-24,66965,Weather related,Flood,Flood
Japan,2022,2022-08-30,13381,Weather related,Storm,Typhoon/Hurricane/Cyclone
"Korea, Rep.",2022,2022-09-04,5242,Weather related,Storm,Typhoon/Hurricane/Cyclone
"Taiwan, China",2022,2022-09-03,1361,Weather related,Storm,Typhoon/Hurricane/Cyclone
Indonesia,2022,2022-08-31,42,Weather related,Storm,Tornado
Indonesia,2022,2022-08-30,120,Weather related,Flood,Flood
Brazil,2022,2022-06-01,138,Weather related,Flood,Flood
Brazil,2022,2022-06-01,788,Weather related,Flood,Flood
Brazil,2022,2022-06-01,9100,Weather related,Flood,Flood
Brazil,2022,2022-06-01,1855,Weather related,Flood,Flood
Philippines,2022,2022-08-31,8,Weather related,Mass Movement,Landslide/Wet mass movement
Brazil,2022,2022-06-01,8,Weather related,Flood,Flood
Brazil,2022,2022-06-01,90,Weather related,Flood,Flood
Brazil,2022,2022-06-01,9,Weather related,Flood,Flood
Brazil,2022,2022-07-01,37488,Weather related,Flood,Flood
Brazil,2022,2022-07-01,1729,Weather related,Flood,Flood
Brazil,2022,2022-07-01,1280,Weather related,Flood,Flood
Brazil,2022,2022-07-01,25421,Weather related,Storm,Storm
Philippines,2022,2022-09-01,597,Weather related,Storm,Typhoon/Hurricane/Cyclone
Brazil,2022,2022-07-01,18519,Weather related,Storm,Storm
Brazil,2022,2022-07-01,2706,Weather related,Storm,Storm
Brazil,2022,2022-08-01,3,Weather related,Storm,Storm
Brazil,2022,2022-08-01,1061,Weather related,Storm,Storm
Brazil,2022,2022-08-01,6,Weather related,Storm,Storm
Brazil,2022,2022-08-01,1220,Weather related,Storm,Storm
Brazil,2022,2022-08-01,12,Geophysical,Mass Movement,Dry mass movement
Brazil,2022,2022-08-01,66,Geophysical,Mass Movement,Dry mass movement
Brazil,2022,2022-08-01,5,Weather related,Erosion,Erosion
Brazil,2022,2022-08-01,17,Weather related,Flood,Flood
Bangladesh,2022,2022-08-03,25000,Weather related,Storm,Storm surge
Philippines,2022,2022-09-04,38,Weather related,Flood,Flood
China,2022,2022-09-05,80000,Geophysical,Earthquake,Earthquake
United States,2022,2022-09-02,13034,Weather related,Wildfire,Wildfire
United States,2022,2022-09-02,966,Weather related,Wildfire,Wildfire
United States,2022,2022-09-05,67238,Weather related,Wildfire,Wildfire
United States,2022,2022-08-31,1500,Weather related,Wildfire,Wildfire
Mexico,2022,2022-08-30,30,Weather related,Flood,Flood
Afghanistan,2022,2022-08-01,32,Weather related,Flood,Flood
Afghanistan,2022,2022-08-01,64,Weather related,Flood,Flood
Afghanistan,2022,2022-08-02,72,Weather related,Flood,Flood
Afghanistan,2022,2022-08-06,121,Weather related,Flood,Flood
Mexico,2022,2022-09-03,200,Weather related,Flood,Flood
Afghanistan,2022,2022-08-10,22489,Weather related,Flood,Flood
United States,2022,2022-08-31,249,Weather related,Wildfire,Wildfire
Malaysia,2022,2022-09-06,128,Weather related,Flood,Flood
Philippines,2022,2022-08-26,109,Weather related,Flood,Flood
Russian Federation,2022,2022-09-07,113,Weather related,Storm,Typhoon/Hurricane/Cyclone
